arquivo,combinacao,instancia,tarefa,duracao,n_sucessores,sucessores,R1,R2,R3,R4,ES,LS,folga_total,makespan_instancia,intensidade_recursos,duracao_norm,intensidade_norm,folga_norm,criticidade_folga,criticidade_sucessores,Di,nivel_dificuldade,multiplicador_risco,multiplicador_ic95_inferior,multiplicador_ic95_superior
j602_3.sm,2,3,26,7,2,40;42,0,0,6,0,12,43,31,77,0.0681818181818181,0.6666666666666666,0.3398058252427183,0.5740740740740741,0.4259259259259259,0.5,0.4774661392784369,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,27,10,1,45,0,0,6,0,25,38,13,77,0.0681818181818181,1.0,0.3398058252427183,0.2407407407407407,0.7592592592592593,0.0,0.6996883615006592,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,28,5,1,51,9,0,0,0,36,50,14,77,0.0978260869565217,0.4444444444444444,0.5170958210215281,0.2592592592592592,0.7407407407407407,0.0,0.5674270020689044,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,29,5,1,35,0,4,0,0,26,45,19,77,0.0714285714285714,0.4444444444444444,0.3592233009708737,0.3518518518518518,0.6481481481481481,0.0,0.4839386311878221,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,30,10,1,57,0,0,9,0,13,51,38,77,0.1022727272727272,1.0,0.5436893203883495,0.7037037037037037,0.2962962962962963,0.0,0.6133285388948819,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,31,9,1,46,0,0,7,0,15,35,20,77,0.0795454545454545,0.8888888888888888,0.407766990291262,0.3703703703703703,0.6296296296296297,0.0,0.6420951696032602,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,32,3,1,56,0,5,0,0,25,59,34,77,0.0892857142857142,0.2222222222222222,0.4660194174757281,0.6296296296296297,0.3703703703703703,0.0,0.3528706700227735,baixa,1.0,1.0,1.0
j602_3.sm,2,3,33,8,2,45;50,0,0,6,0,27,40,13,77,0.0681818181818181,0.7777777777777778,0.3398058252427183,0.2407407407407407,0.7592592592592593,0.5,0.6256142874265851,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,34,10,1,43,0,9,0,0,37,37,0,77,0.1607142857142857,1.0,0.8932038834951457,0.0,1.0,0.0,0.9644012944983816,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,35,2,1,48,0,0,0,1,31,50,19,77,0.0166666666666666,0.1111111111111111,0.031715210355987,0.3518518518518518,0.6481481481481481,0.0,0.2636581565384154,baixa,1.0,1.0,1.0
j602_3.sm,2,3,36,4,3,40;41;56,0,0,0,8,22,42,20,77,0.1333333333333333,0.3333333333333333,0.7294498381877021,0.3703703703703703,0.6296296296296297,1.0,0.564137600383555,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,37,10,1,41,0,0,9,0,23,36,13,77,0.1022727272727272,1.0,0.5436893203883495,0.2407407407407407,0.7592592592592593,0.0,0.7676495265492029,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,38,7,1,47,0,0,0,5,19,47,28,77,0.0833333333333333,0.6666666666666666,0.4304207119741099,0.5185185185185185,0.4814814814814815,0.0,0.5261896200407528,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,39,7,1,53,0,6,0,0,19,51,32,77,0.1071428571428571,0.6666666666666666,0.5728155339805824,0.5925925925925926,0.4074074074074074,0.0,0.5489632026848854,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,40,5,1,44,0,0,0,4,26,65,39,77,0.0666666666666666,0.4444444444444444,0.3307443365695792,0.7222222222222222,0.2777777777777778,0.0,0.3509888529306004,baixa,1.0,1.0,1.0
j602_3.sm,2,3,41,8,2,47;49,0,7,0,0,37,46,9,77,0.125,0.7777777777777778,0.6796116504854368,0.1666666666666666,0.8333333333333334,0.5,0.7635742538655159,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,42,2,1,48,0,0,1,0,19,50,31,77,0.0113636363636363,0.1111111111111111,0.0,0.5740740740740741,0.4259259259259259,0.0,0.1790123456790123,baixa,1.0,1.0,1.0
j602_3.sm,2,3,43,5,1,48,0,0,0,9,47,47,0,77,0.15,0.4444444444444444,0.8291262135922329,0.0,1.0,0.0,0.7578568860122257,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,44,1,1,59,0,0,0,1,31,70,39,77,0.0166666666666666,0.0,0.031715210355987,0.7222222222222222,0.2777777777777778,0.0,0.1031643293779216,baixa,1.0,1.0,1.0
j602_3.sm,2,3,45,7,2,51;53,0,0,0,3,35,48,13,77,0.05,0.6666666666666666,0.2310679611650485,0.2407407407407407,0.7592592592592593,0.5,0.5523312956969915,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,46,10,1,47,0,3,0,0,24,44,20,77,0.0535714285714285,1.0,0.2524271844660194,0.3703703703703703,0.6296296296296297,0.0,0.6273522713652163,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,47,8,1,55,0,0,10,0,45,54,9,77,0.1136363636363636,0.7777777777777778,0.6116504854368932,0.1666666666666666,0.8333333333333334,0.0,0.7409205321826681,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,48,10,1,56,0,5,0,0,52,52,0,77,0.0892857142857142,1.0,0.4660194174757281,0.0,1.0,0.0,0.8220064724919094,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,49,6,1,60,0,0,3,0,45,62,17,77,0.034090909090909,0.5555555555555556,0.1359223300970873,0.3148148148148148,0.6851851851851851,0.0,0.458887690279276,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,50,8,1,55,0,0,4,0,35,54,19,77,0.0454545454545454,0.7777777777777778,0.203883495145631,0.3518518518518518,0.6481481481481481,0.0,0.5432698070238523,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,51,6,2,57;61,0,0,9,0,42,55,13,77,0.1022727272727272,0.5555555555555556,0.5436893203883495,0.2407407407407407,0.7592592592592593,0.5,0.6195013784010548,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,52,6,1,55,10,0,0,0,7,56,49,77,0.108695652173913,0.5555555555555556,0.5821021528070915,0.9074074074074074,0.0925925925925925,0.0,0.4100834336517465,baixa,1.0,1.0,1.0
j602_3.sm,2,3,53,10,1,61,0,0,8,0,42,58,16,77,0.0909090909090909,1.0,0.4757281553398058,0.2962962962962963,0.7037037037037037,0.0,0.7264772863478364,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,54,9,1,57,0,0,0,2,23,52,29,77,0.0333333333333333,0.8888888888888888,0.1313915857605178,0.5370370370370371,0.4629629629629629,0.0,0.4944144792041232,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,55,6,1,60,0,0,6,0,53,62,9,77,0.0681818181818181,0.5555555555555556,0.3398058252427183,0.1666666666666666,0.8333333333333334,0.0,0.5762315713772024,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,56,9,1,59,0,0,0,4,62,62,0,77,0.0666666666666666,0.8888888888888888,0.3307443365695792,0.0,1.0,0.0,0.7398777418194893,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,57,7,1,60,0,6,0,0,48,61,13,77,0.1071428571428571,0.6666666666666666,0.5728155339805824,0.2407407407407407,0.7592592592592593,0.0,0.6662471533021694,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,58,10,1,59,0,0,5,0,7,61,54,77,0.0568181818181818,1.0,0.2718446601941747,1.0,0.0,0.0,0.4239482200647249,media,1.935477655585504,1.75809,2.59922
j602_3.sm,2,3,59,6,1,62,0,0,0,3,71,71,0,77,0.05,0.5555555555555556,0.2310679611650485,0.0,1.0,0.0,0.5955411722402013,alta,2.36668955851816,1.72008,3.22851
j602_3.sm,2,3,60,9,1,62,0,0,0,9,59,68,9,77,0.15,0.8888888888888888,0.8291262135922329,0.1666666666666666,0.8333333333333334,0.0,0.8504494786048183,muito alta,2.985046237095499,1.87825,4.15626
j602_3.sm,2,3,61,9,1,62,0,0,0,2,52,68,16,77,0.0333333333333333,0.8888888888888888,0.1313915857605178,0.2962962962962963,0.7037037037037037,0.0,0.5746613927843701,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,2,6,2,12;42,0,10,0,0,0,23,23,78,0.1785714285714285,0.5555555555555556,0.9244808055380742,0.3538461538461538,0.6461538461538461,0.5,0.7087300690824919,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,3,2,3,5;14;20,0,0,7,0,0,0,0,78,0.0729166666666666,0.1111111111111111,0.343612334801762,0.0,1.0,1.0,0.484907815304291,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,4,3,2,16;23,0,0,8,0,0,39,39,78,0.0833333333333333,0.2222222222222222,0.4008810572687223,0.6,0.4,0.5,0.3410344264969815,baixa,1.0,1.0,1.0
j602_4.sm,2,4,5,4,3,6;7;8,8,0,0,0,2,2,0,78,0.1,0.3333333333333333,0.492511013215859,0.0,1.0,1.0,0.6086147821830641,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,6,6,1,9,0,0,5,0,6,6,0,78,0.0520833333333333,0.5555555555555556,0.2290748898678414,0.0,1.0,0.0,0.5948768151411323,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,7,8,2,13;33,0,0,8,0,6,19,13,78,0.0833333333333333,0.7777777777777778,0.4008810572687223,0.2,0.8,0.5,0.6595529450155,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,8,5,2,11;29,0,0,4,0,6,46,40,78,0.0416666666666666,0.4444444444444444,0.171806167400881,0.6153846153846154,0.3846153846153846,0.5,0.3336219988202367,baixa,1.0,1.0,1.0
j602_4.sm,2,4,9,2,1,10,0,0,4,0,12,12,0,78,0.0416666666666666,0.1111111111111111,0.171806167400881,0.0,1.0,0.0,0.4276390928373307,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,10,6,2,38;61,2,0,0,0,14,14,0,78,0.025,0.5555555555555556,0.0801762114537445,0.0,1.0,0.5,0.5452439223364334,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,11,7,1,26,10,0,0,0,11,55,44,78,0.125,0.6666666666666666,0.6299559471365638,0.676923076923077,0.323076923076923,0.0,0.5398998456267178,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,12,2,3,18;43;52,2,0,0,0,6,46,40,78,0.025,0.1111111111111111,0.0801762114537445,0.6153846153846154,0.3846153846153846,1.0,0.19196756906008,baixa,1.0,1.0,1.0
j602_4.sm,2,4,13,2,3,15;17;19,9,0,0,0,14,27,13,78,0.1125,0.1111111111111111,0.5612334801762113,0.2,0.8,1.0,0.4907815304291074,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,14,1,1,24,0,0,0,6,2,19,17,78,0.1153846153846153,0.0,0.5770925110132158,0.2615384615384615,0.7384615384615385,0.0,0.4385180164915847,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,15,9,1,40,0,0,7,0,16,56,40,78,0.0729166666666666,0.8888888888888888,0.343612334801762,0.6153846153846154,0.3846153846153846,0.0,0.5390388694353452,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,16,7,1,53,0,0,0,4,3,49,46,78,0.0769230769230769,0.6666666666666666,0.3656387665198237,0.7076923076923077,0.2923076923076922,0.0,0.4415377084980608,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,17,4,2,21;35,4,0,0,0,16,29,13,78,0.05,0.3333333333333333,0.2176211453744493,0.2,0.8,0.5,0.4503181595692609,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,18,2,1,36,0,10,0,0,8,52,44,78,0.1785714285714285,0.1111111111111111,0.9244808055380742,0.676923076923077,0.323076923076923,0.0,0.4528896132420361,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,19,9,1,48,0,0,0,6,16,32,16,78,0.1153846153846153,0.8888888888888888,0.5770925110132158,0.2461538461538461,0.7538461538461538,0.0,0.7399425179160861,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,20,1,2,30;32,0,0,0,8,2,28,26,78,0.1538461538461538,0.0,0.788546255506608,0.4,0.6,0.5,0.462848751835536,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,21,10,1,22,0,7,0,0,20,33,13,78,0.125,1.0,0.6299559471365638,0.2,0.8,0.0,0.8099853157121879,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,22,7,3,27;36;37,0,0,5,0,30,43,13,78,0.0520833333333333,0.6666666666666666,0.2290748898678414,0.2,0.8,1.0,0.5652471855115027,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,23,9,1,55,3,0,0,0,3,42,39,78,0.0375,0.8888888888888888,0.1488986784140969,0.6,0.4,0.0,0.4792625224343285,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,24,7,3,25;28;41,0,0,2,0,3,20,17,78,0.0208333333333333,0.6666666666666666,0.0572687224669603,0.2615384615384615,0.7384615384615385,1.0,0.4874656425317218,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,25,8,2,45;57,9,0,0,0,10,29,19,78,0.1125,0.7777777777777778,0.5612334801762113,0.2923076923076923,0.7076923076923076,0.5,0.6822345218820989,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,26,4,1,49,0,0,1,0,18,62,44,78,0.0104166666666666,0.3333333333333333,0.0,0.676923076923077,0.323076923076923,0.0,0.2188034188034187,baixa,1.0,1.0,1.0
j602_4.sm,2,4,27,1,1,29,2,0,0,0,37,50,13,78,0.025,0.0,0.0801762114537445,0.2,0.8,0.0,0.2933920704845815,baixa,1.0,1.0,1.0
j602_4.sm,2,4,28,3,1,37,5,0,0,0,10,61,51,78,0.0625,0.2222222222222222,0.2863436123348017,0.7846153846153846,0.2153846153846154,0.0,0.2413168166472131,baixa,1.0,1.0,1.0
j602_4.sm,2,4,29,6,2,56;57,0,0,0,3,38,51,13,78,0.0576923076923076,0.5555555555555556,0.2599118942731278,0.2,0.8,0.5,0.5384891499428944,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,30,5,1,31,4,0,0,0,3,35,32,78,0.05,0.4444444444444444,0.2176211453744493,0.4923076923076923,0.5076923076923077,0.0,0.3899192991704004,baixa,1.0,1.0,1.0
j602_4.sm,2,4,31,5,2,33;40,0,0,8,0,8,40,32,78,0.0833333333333333,0.4444444444444444,0.4008810572687223,0.4923076923076923,0.5076923076923077,0.5,0.4510059364684914,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,32,1,3,34;39;46,0,5,0,0,3,29,26,78,0.0892857142857142,0.0,0.4336060415355569,0.4,0.6,1.0,0.3445353471785189,baixa,1.0,1.0,1.0
j602_4.sm,2,4,33,3,1,43,0,0,0,4,14,45,31,78,0.0769230769230769,0.2222222222222222,0.3656387665198237,0.4769230769230769,0.523076923076923,0.0,0.3703126372729896,baixa,1.0,1.0,1.0
j602_4.sm,2,4,34,9,1,44,0,0,10,0,4,30,26,78,0.1041666666666666,0.8888888888888888,0.5154185022026431,0.4,0.6,0.0,0.6681024636971773,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,35,5,2,47;51,0,6,0,0,20,44,24,78,0.1071428571428571,0.4444444444444444,0.5317809943360603,0.3692307692307692,0.6307692307692307,0.5,0.5356648898499118,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,36,7,1,58,0,0,5,0,37,54,17,78,0.0520833333333333,0.6666666666666666,0.2290748898678414,0.2615384615384615,0.7384615384615385,0.0,0.5447343649986822,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,37,7,1,60,0,1,0,0,37,64,27,78,0.0178571428571428,0.6666666666666666,0.0409062303335431,0.4153846153846154,0.5846153846153845,0.0,0.4307294272051981,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,38,7,1,41,0,3,0,0,20,20,0,78,0.0535714285714285,0.6666666666666666,0.23725613593455,0.0,1.0,0.0,0.6346409342004056,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,39,1,1,59,0,1,0,0,4,69,65,78,0.0178571428571428,0.0,0.0409062303335431,1.0,0.0,0.0,0.013635410111181,baixa,1.0,1.0,1.0
j602_4.sm,2,4,40,6,1,60,8,0,0,0,25,65,40,78,0.1,0.5555555555555556,0.492511013215859,0.6153846153846154,0.3846153846153846,0.0,0.477560651128933,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,41,10,2,45;47,0,0,0,3,27,27,0,78,0.0576923076923076,1.0,0.2599118942731278,0.0,1.0,0.5,0.7533039647577092,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,42,10,2,44;53,0,7,0,0,6,29,23,78,0.125,1.0,0.6299559471365638,0.3538461538461538,0.6461538461538461,0.5,0.7587032644301366,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,43,9,2,49;56,0,0,5,0,17,48,31,78,0.0520833333333333,0.8888888888888888,0.2290748898678414,0.4769230769230769,0.523076923076923,0.5,0.5470135672778844,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,44,7,1,50,0,0,3,0,16,39,23,78,0.03125,0.6666666666666666,0.1145374449339207,0.3538461538461538,0.6461538461538461,0.0,0.4757859859181444,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,45,9,1,50,0,6,0,0,37,37,0,78,0.1071428571428571,0.8888888888888888,0.5317809943360603,0.0,1.0,0.0,0.806889961074983,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,46,10,1,49,0,0,0,3,4,56,52,78,0.0576923076923076,1.0,0.2599118942731278,0.8,0.1999999999999999,0.0,0.4866372980910425,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,47,3,1,54,5,0,0,0,37,55,18,78,0.0625,0.2222222222222222,0.2863436123348017,0.2769230769230769,0.7230769230769231,0.0,0.4105475858779823,baixa,1.0,1.0,1.0
j602_4.sm,2,4,48,5,2,50;55,0,3,0,0,25,41,16,78,0.0535714285714285,0.4444444444444444,0.23725613593455,0.2461538461538461,0.7538461538461538,0.5,0.4785155780750494,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,49,4,1,59,7,0,0,0,26,66,40,78,0.0875,0.3333333333333333,0.4237885462555065,0.6153846153846154,0.3846153846153846,0.0,0.3805790880680748,baixa,1.0,1.0,1.0
j602_4.sm,2,4,50,3,1,51,0,0,0,6,46,46,0,78,0.1153846153846153,0.2222222222222222,0.5770925110132158,0.0,1.0,0.0,0.599771577745146,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,51,9,1,54,0,0,0,2,49,49,0,78,0.0384615384615384,0.8888888888888888,0.1541850220264317,0.0,1.0,0.0,0.6810246369717735,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,52,1,1,59,8,0,0,0,8,69,61,78,0.1,0.0,0.492511013215859,0.9384615384615383,0.0615384615384615,0.0,0.1846831582514402,baixa,1.0,1.0,1.0
j602_4.sm,2,4,53,2,2,54;57,0,5,0,0,16,56,40,78,0.0892857142857142,0.1111111111111111,0.4336060415355569,0.6153846153846154,0.3846153846153846,0.5,0.3097775124206842,baixa,1.0,1.0,1.0
j602_4.sm,2,4,54,3,1,58,9,0,0,0,58,58,0,78,0.1125,0.2222222222222222,0.5612334801762113,0.0,1.0,0.0,0.5944852341328111,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,55,6,1,56,0,8,0,0,30,51,21,78,0.1428571428571428,0.5555555555555556,0.7281308999370673,0.3230769230769231,0.676923076923077,0.0,0.6535365108052332,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,56,4,1,58,0,4,0,0,44,57,13,78,0.0714285714285714,0.3333333333333333,0.3354310887350534,0.2,0.8,0.0,0.4895881406894622,media,1.935477655585504,1.75809,2.59922
j602_4.sm,2,4,57,10,1,61,0,0,0,10,44,63,19,78,0.1923076923076923,1.0,1.0,0.2923076923076923,0.7076923076923076,0.0,0.9025641025641024,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,58,10,1,60,10,0,0,0,61,61,0,78,0.125,1.0,0.6299559471365638,0.0,1.0,0.0,0.8766519823788546,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,59,8,1,62,0,7,0,0,30,70,40,78,0.125,0.7777777777777778,0.6299559471365638,0.6153846153846154,0.3846153846153846,0.0,0.5974497031765753,alta,2.36668955851816,1.72008,3.22851
j602_4.sm,2,4,60,7,1,62,0,0,0,5,71,71,0,78,0.0961538461538461,0.6666666666666666,0.4713656387665197,0.0,1.0,0.0,0.7126774351443954,muito alta,2.985046237095499,1.87825,4.15626
j602_4.sm,2,4,61,5,1,62,0,0,0,6,54,73,19,78,0.1153846153846153,0.4444444444444444,0.5770925110132158,0.2923076923076923,0.7076923076923076,0.0,0.5764097543833225,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,2,2,3,8;10;26,0,0,0,9,0,14,14,53,0.09375,0.1111111111111111,0.4968220338983051,0.5384615384615384,0.4615384615384615,1.0,0.3564905355159593,baixa,1.0,1.0,1.0
j602_5.sm,2,5,3,4,2,5;9,0,0,9,0,0,0,0,53,0.09,0.3333333333333333,0.4745762711864407,0.0,1.0,0.5,0.6026365348399246,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,4,8,3,6;14;15,10,0,0,0,0,4,4,53,0.1785714285714285,0.7777777777777778,1.0,0.1538461538461538,0.8461538461538461,1.0,0.8746438746438746,muito alta,2.985046237095499,1.87825,4.15626
j602_5.sm,2,5,5,4,1,34,2,0,0,0,4,29,25,53,0.0357142857142857,0.3333333333333333,0.1525423728813559,0.9615384615384616,0.0384615384615384,0.0,0.1747790815587425,baixa,1.0,1.0,1.0
j602_5.sm,2,5,6,6,3,7;11;19,0,0,0,5,8,12,4,53,0.0520833333333333,0.5555555555555556,0.2496468926553672,0.1538461538461538,0.8461538461538461,1.0,0.5504520981215897,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,7,5,2,37;56,0,0,1,0,14,23,9,53,0.01,0.4444444444444444,0.0,0.3461538461538461,0.6538461538461539,0.5,0.3660968660968661,baixa,1.0,1.0,1.0
j602_5.sm,2,5,8,5,2,13;51,0,0,0,9,2,16,14,53,0.09375,0.4444444444444444,0.4968220338983051,0.5384615384615384,0.4615384615384615,0.5,0.4676016466270704,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,9,5,3,12;16;25,0,1,0,0,4,4,0,53,0.0178571428571428,0.4444444444444444,0.0466101694915254,0.0,1.0,1.0,0.4970182046453232,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,10,3,2,17;38,6,0,0,0,2,17,15,53,0.1071428571428571,0.2222222222222222,0.576271186440678,0.5769230769230769,0.4230769230769231,0.5,0.4071901105799411,baixa,1.0,1.0,1.0
j602_5.sm,2,5,11,1,1,57,0,0,9,0,14,40,26,53,0.09,0.0,0.4745762711864407,1.0,0.0,0.0,0.1581920903954802,baixa,1.0,1.0,1.0
j602_5.sm,2,5,12,9,1,24,0,0,7,0,9,16,7,53,0.07,0.8888888888888888,0.3559322033898305,0.2692307692307692,0.7307692307692308,0.0,0.6585301076826501,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,13,7,2,28;59,0,0,1,0,7,21,14,53,0.01,0.6666666666666666,0.0,0.5384615384615384,0.4615384615384615,0.5,0.376068376068376,baixa,1.0,1.0,1.0
j602_5.sm,2,5,14,3,2,23;45,0,0,0,10,8,31,23,53,0.1041666666666666,0.2222222222222222,0.5586158192090396,0.8846153846153846,0.1153846153846154,0.5,0.2987408856052924,baixa,1.0,1.0,1.0
j602_5.sm,2,5,15,5,3,35;43;44,0,3,0,0,8,19,11,53,0.0535714285714285,0.4444444444444444,0.2584745762711864,0.4230769230769231,0.5769230769230769,1.0,0.4266140325462358,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,16,3,2,20;21,0,0,0,9,9,9,0,53,0.09375,0.2222222222222222,0.4968220338983051,0.0,1.0,0.5,0.5730147520401758,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,17,2,3,18;29;49,0,0,0,5,5,20,15,53,0.0520833333333333,0.1111111111111111,0.2496468926553672,0.5769230769230769,0.4230769230769231,1.0,0.2612783089478004,baixa,1.0,1.0,1.0
j602_5.sm,2,5,18,6,1,39,0,6,0,0,7,22,15,53,0.1071428571428571,0.5555555555555556,0.576271186440678,0.5769230769230769,0.4230769230769231,0.0,0.5183012216910522,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,19,5,3,22;31;41,0,0,6,0,14,18,4,53,0.06,0.4444444444444444,0.2966101694915254,0.1538461538461538,0.8461538461538461,1.0,0.5290694866966053,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,20,5,1,31,0,0,5,0,12,30,18,53,0.05,0.4444444444444444,0.2372881355932203,0.6923076923076923,0.3076923076923077,0.0,0.3298082959099908,baixa,1.0,1.0,1.0
j602_5.sm,2,5,21,6,2,26;30,0,0,3,0,12,12,0,53,0.03,0.5555555555555556,0.1186440677966101,0.0,1.0,0.5,0.5580665411173885,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,22,7,1,27,0,7,0,0,19,23,4,53,0.125,0.6666666666666666,0.6822033898305085,0.1538461538461538,0.8461538461538461,0.0,0.7316746342170071,muito alta,2.985046237095499,1.87825,4.15626
j602_5.sm,2,5,23,2,1,53,0,3,0,0,11,35,24,53,0.0535714285714285,0.1111111111111111,0.2584745762711864,0.9230769230769232,0.0769230769230768,0.0,0.1488362547684581,baixa,1.0,1.0,1.0
j602_5.sm,2,5,24,8,1,34,7,0,0,0,18,25,7,53,0.125,0.7777777777777778,0.6822033898305085,0.2692307692307692,0.7307692307692308,0.0,0.7302501327925057,muito alta,2.985046237095499,1.87825,4.15626
j602_5.sm,2,5,25,1,2,27;32,0,0,7,0,9,28,19,53,0.07,0.0,0.3559322033898305,0.7307692307692307,0.2692307692307693,0.5,0.2083876575401999,baixa,1.0,1.0,1.0
j602_5.sm,2,5,26,10,1,43,0,0,0,2,18,19,1,53,0.0208333333333333,1.0,0.0642655367231638,0.0384615384615384,0.9615384615384616,0.0,0.6752679994205417,muito alta,2.985046237095499,1.87825,4.15626
j602_5.sm,2,5,27,9,2,49;50,0,1,0,0,26,30,4,53,0.0178571428571428,0.8888888888888888,0.0466101694915254,0.1538461538461538,0.8461538461538461,0.5,0.5938843015114201,alta,2.36668955851816,1.72008,3.22851
j602_5.sm,2,5,28,1,2,42;45,7,0,0,0,14,28,14,53,0.125,0.0,0.6822033898305085,0.5384615384615384,0.4615384615384615,0.5,0.3812472837896566,baixa,1.0,1.0,1.0
j602_5.sm,2,5,29,7,3,33;46;58,0,0,0,3,7,27,20,53,0.03125,0.6666666666666666,0.1260593220338983,0.7692307692307693,0.2307692307692307,1.0,0.3411650731565985,baixa,1.0,1.0,1.0
j602_5.sm,2,5,30,10,1,36,0,0,3,0,18,18,0,53,0.03,1.0,0.1186440677966101,0.0,1.0,0.0,0.7062146892655368,muito alta,2.985046237095499,1.87825,4.15626
j602_5.sm,2,5,31,5,1,54,7,0,0,0,19,35,16,53,0.125,0.4444444444444444,0.6822033898305085,0.6153846153846154,0.3846153846153846,0.0,0.5037544062967791,media,1.935477655585504,1.75809,2.59922
j602_5.sm,2,5,32,8,1,40,5,0,0,0,10,29,19,53,0.0892857142857142,0.7777777777777778,0.4703389830508475,0.7307692307692307,0.2692307692307693,0.0,0.5057825100197981,media,1.935477655585504,1.75809,2.59922
