project,source_file,source_row,BRANCH_COUNT,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,defective,rotulo_original
MC1,MC1.arff,1528,3,2,2,1,18.83,9.0,1525.13,0.06,38,0.11,84.73,169.46,0,1,11,11,15,23,10,12,0,N
MC1,MC1.arff,1529,5,3,1,1,13.48,4.67,293.57,0.02,17,0.21,16.3,62.91,1,0,7,8,8,9,6,7,0,N
MC1,MC1.arff,1530,1,1,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,0,0,0,0,2,1,2,1,0,N
MC1,MC1.arff,1531,5,3,2,3,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,2,4,39,41,96,101,32,13,1,Y
MC1,MC1.arff,1532,1,1,1,1,13.79,1.5,31.02,0.01,8,0.67,1.72,20.68,2,0,1,3,3,5,3,3,0,N
MC1,MC1.arff,1533,15,1,1,1,21.5,25.33,13797.14,0.18,101,0.04,766.51,544.62,0,0,16,16,38,63,18,24,0,N
MC1,MC1.arff,1534,3,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,N
MC1,MC1.arff,1535,17,9,9,5,74.55,14.83,16403.02,0.37,198,0.07,911.28,1105.82,6,4,34,40,89,109,36,12,0,N
MC1,MC1.arff,1536,1,1,1,1,51.96,6.18,1982.32,0.11,70,0.16,110.13,320.95,1,3,13,14,30,40,17,7,0,N
MC1,MC1.arff,1537,7,4,3,1,19.25,27.0,14034.71,0.17,107,0.04,779.71,519.79,0,5,22,22,33,74,11,18,0,N
MC1,MC1.arff,1538,11,6,4,6,39.72,13.8,7564.59,0.18,103,0.07,420.25,548.16,0,6,23,23,46,57,25,15,0,N
MC1,MC1.arff,1539,9,5,5,5,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,1,0,15,16,33,40,21,13,0,N
MC1,MC1.arff,1540,3,2,2,1,28.45,14.0,5576.96,0.13,82,0.07,309.83,398.35,0,0,10,10,30,52,15,14,0,N
MC1,MC1.arff,1541,30,17,8,17,13.7,92.44,117120.91,0.42,247,0.01,6506.72,1266.93,0,9,50,50,64,183,9,26,0,N
MC1,MC1.arff,1542,3,2,2,1,7.17,12.0,1032.47,0.03,24,0.08,57.36,86.04,2,2,3,5,8,16,3,9,0,N
MC1,MC1.arff,1543,5,3,2,1,13.41,19.29,4988.19,0.09,58,0.05,277.12,258.64,0,5,13,13,18,40,7,15,0,N
MC1,MC1.arff,1544,3,2,2,1,11.18,9.6,1030.2,0.04,29,0.1,57.23,107.31,0,0,11,11,12,17,5,8,0,N
MC1,MC1.arff,1545,3,2,1,1,14.97,9.29,1290.47,0.05,34,0.11,71.69,138.97,0,1,8,8,13,21,7,10,0,N
MC1,MC1.arff,1546,23,12,10,11,62.52,23.8,35411.97,0.5,265,0.04,1967.33,1487.9,4,18,40,44,119,146,35,14,0,N
MC1,MC1.arff,1547,9,5,3,1,30.2,31.5,29967.7,0.32,187,0.03,1664.87,951.36,1,11,24,25,63,124,17,17,0,N
MC1,MC1.arff,1548,1,1,1,1,53.35,6.08,1971.59,0.11,69,0.16,109.53,324.33,0,4,11,11,33,36,19,7,0,N
MC1,MC1.arff,1549,1,1,1,1,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,0,1,3,3,4,15,2,8,0,N
MC1,MC1.arff,1550,3,2,1,1,24.53,5.06,626.89,0.04,31,0.2,34.83,124.0,0,0,12,12,13,18,9,7,0,N
MC1,MC1.arff,1551,1,1,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,0,0,0,0,2,7,2,6,0,N
MC1,MC1.arff,1552,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,2,2,2,5,2,5,0,N
MC1,MC1.arff,1553,1,1,1,1,21.25,2.4,122.4,0.02,17,0.42,6.8,51.0,0,0,5,5,8,9,5,3,0,N
MC1,MC1.arff,1554,1,1,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,0,0,0,0,5,13,3,9,0,N
MC1,MC1.arff,1555,9,5,1,1,60.81,116.23,821531.72,2.36,1178,0.01,45640.65,7068.0,22,28,107,129,476,702,43,21,0,N
MC1,MC1.arff,1556,3,2,2,1,51.44,5.06,1314.73,0.09,56,0.2,73.04,260.06,1,2,11,12,26,30,18,7,0,N
MC1,MC1.arff,1557,3,2,2,1,48.99,8.4,3456.99,0.14,79,0.12,192.06,411.55,0,1,17,17,35,44,25,12,0,N
MC1,MC1.arff,1558,5,3,2,1,11.81,4.5,239.18,0.02,16,0.22,13.29,53.15,4,0,5,9,6,10,4,6,0,N
MC1,MC1.arff,1559,3,2,2,1,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0,0,0,0,5,8,4,8,0,N
MC1,MC1.arff,1560,15,8,3,1,28.89,17.89,9251.44,0.17,100,0.06,513.97,516.99,5,6,16,21,40,60,19,17,0,N
MC1,MC1.arff,1561,5,3,2,1,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,0,3,10,10,16,30,9,17,0,N
MC1,MC1.arff,1562,21,11,10,1,28.94,67.5,131842.41,0.65,341,0.01,7324.58,1953.22,0,15,61,61,130,211,26,27,0,N
MC1,MC1.arff,1563,11,6,4,4,29.0,15.0,6525.0,0.15,87,0.07,362.5,435.0,6,1,30,36,30,57,16,16,0,N
MC1,MC1.arff,1564,9,5,1,1,15.14,4.8,348.71,0.02,21,0.21,19.37,72.65,6,0,1,7,8,13,5,6,0,N
MC1,MC1.arff,1565,1,1,1,1,16.51,4.8,380.39,0.03,25,0.21,21.13,79.25,0,0,5,5,12,13,5,4,0,N
MC1,MC1.arff,1566,1,1,1,1,34.06,2.0,136.23,0.02,19,0.5,7.57,68.11,0,19,6,6,8,11,8,4,0,N
MC1,MC1.arff,1567,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,3,2,2,2,4,2,4,0,N
MC1,MC1.arff,1568,1,1,1,1,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,0,0,2,2,3,9,3,7,0,N
MC1,MC1.arff,1569,1,1,1,1,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1,0,1,2,1,2,1,2,0,N
MC1,MC1.arff,1570,15,8,3,4,21.56,24.07,12488.7,0.17,102,0.04,693.82,518.91,0,8,37,37,38,64,15,19,0,N
MC1,MC1.arff,1571,6,1,1,1,22.16,9.33,1930.31,0.07,44,0.11,107.24,206.82,0,3,17,17,16,28,12,14,0,N
MC1,MC1.arff,1572,1,1,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,0,0,0,0,4,7,4,5,0,N
MC1,MC1.arff,1573,3,2,1,1,8.42,7.5,473.37,0.02,19,0.13,26.3,63.12,2,0,3,5,10,9,4,6,0,N
MC1,MC1.arff,1574,9,5,4,1,59.86,9.63,5545.05,0.19,109,0.1,308.06,576.11,3,1,24,27,49,60,28,11,0,N
MC1,MC1.arff,1575,11,1,1,1,46.81,15.83,11734.74,0.25,132,0.06,651.93,741.14,0,0,36,36,50,82,30,19,0,N
MC1,MC1.arff,1576,11,6,3,1,20.31,38.25,29720.31,0.26,146,0.03,1651.13,777.0,0,3,29,29,51,95,16,24,0,N
MC1,MC1.arff,1577,3,2,2,1,14.46,17.33,4344.21,0.08,59,0.06,241.35,250.63,0,0,8,8,16,43,6,13,0,N
MC1,MC1.arff,1578,3,2,2,1,12.55,4.5,254.13,0.02,17,0.22,14.12,56.47,0,0,6,6,6,11,4,6,0,N
MC1,MC1.arff,1579,1,1,1,1,12.55,4.0,200.76,0.02,14,0.25,11.15,50.19,0,1,2,2,4,10,4,8,0,N
MC1,MC1.arff,1580,11,6,6,1,26.07,23.61,14532.97,0.21,120,0.04,807.39,615.51,0,0,27,27,50,70,18,17,0,N
MC1,MC1.arff,1581,1,1,1,1,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,0,0,3,3,4,8,3,7,0,N
MC1,MC1.arff,1582,5,3,3,1,64.17,6.0,2310.0,0.13,77,0.17,128.33,385.0,0,4,18,18,36,41,24,8,0,N
MC1,MC1.arff,1583,5,3,2,1,21.95,22.1,10718.5,0.16,97,0.05,595.47,485.0,0,7,20,20,39,58,15,17,0,N
MC1,MC1.arff,1584,1,1,1,1,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,0,0,3,3,4,7,4,4,0,N
MC1,MC1.arff,1585,3,2,2,1,11.59,9.17,974.18,0.04,26,0.11,54.12,106.27,0,0,10,10,10,16,6,11,0,N
MC1,MC1.arff,1586,15,1,1,1,33.46,31.67,33562.86,0.35,185,0.03,1864.6,1059.67,1,1,47,48,61,124,26,27,0,N
MC1,MC1.arff,1587,3,2,1,1,40.29,8.75,3084.66,0.12,75,0.11,171.37,352.53,0,1,19,19,28,47,16,10,0,N
MC1,MC1.arff,1588,3,2,2,1,39.38,9.82,3796.17,0.13,76,0.1,210.9,386.65,1,7,14,15,36,40,22,12,0,N
MC1,MC1.arff,1589,1,1,1,1,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,0,0,3,3,5,6,4,5,0,N
MC1,MC1.arff,1590,21,11,10,11,57.78,23.9,33016.0,0.46,253,0.04,1834.22,1381.24,4,16,36,40,114,139,31,13,0,N
MC1,MC1.arff,1591,5,3,3,1,14.69,11.7,2011.18,0.06,38,0.09,111.73,171.9,0,0,9,9,18,20,10,13,0,N
MC1,MC1.arff,1592,7,1,1,1,34.35,13.68,6431.58,0.16,94,0.07,357.31,470.0,0,4,27,27,40,54,19,13,0,N
MC1,MC1.arff,1593,5,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,5,0,6,11,20,20,7,8,0,N
MC1,MC1.arff,1594,11,6,5,4,34.8,12.29,5260.09,0.14,89,0.08,292.23,427.85,5,0,18,23,38,51,17,11,0,N
MC1,MC1.arff,1595,7,4,4,1,32.35,20.43,13494.29,0.22,125,0.05,749.68,660.68,2,4,18,20,43,82,20,19,0,N
MC1,MC1.arff,1596,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0,N
MC1,MC1.arff,1597,5,3,3,1,18.24,22.91,9574.79,0.14,90,0.04,531.93,417.95,0,3,19,19,36,54,11,14,0,N
MC1,MC1.arff,1598,3,2,2,1,33.43,3.55,420.27,0.04,29,0.28,23.35,118.54,6,0,4,10,13,16,11,6,0,N
MC1,MC1.arff,1599,1,1,1,1,20.15,5.14,532.86,0.03,28,0.19,29.6,103.61,1,0,5,6,12,16,7,6,0,N
MC1,MC1.arff,1600,13,7,5,1,240.62,13.87,46307.36,1.11,480,0.07,2572.63,3338.01,4,15,88,92,218,262,110,14,0,N
MC1,MC1.arff,1601,5,3,1,1,15.81,10.08,1607.39,0.05,39,0.1,89.3,159.41,0,0,12,12,11,28,6,11,0,N
MC1,MC1.arff,1602,7,4,3,1,26.06,9.58,2393.23,0.08,56,0.1,132.96,249.73,0,1,13,13,23,33,12,10,0,N
MC1,MC1.arff,1603,5,3,2,1,36.21,11.33,4650.55,0.14,80,0.09,258.36,410.34,0,3,20,20,34,46,21,14,0,N
MC1,MC1.arff,1604,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,0,0,0,0,4,6,4,5,0,N
MC1,MC1.arff,1605,7,4,3,4,16.32,10.11,1668.32,0.05,37,0.1,92.68,165.0,0,21,11,11,14,23,9,13,0,N
MC1,MC1.arff,1606,1,1,1,1,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,0,0,3,3,4,8,3,7,0,N
MC1,MC1.arff,1607,3,2,1,1,34.39,17.33,10332.61,0.2,124,0.06,574.03,596.11,0,4,21,21,40,84,15,13,0,N
MC1,MC1.arff,1608,3,2,2,1,14.14,10.56,1577.39,0.05,34,0.09,87.63,149.34,0,1,10,10,13,21,8,13,0,N
MC1,MC1.arff,1609,1,1,1,1,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,1,0,3,4,6,7,4,3,0,N
MC1,MC1.arff,1610,9,1,1,1,26.8,21.03,11848.79,0.19,109,0.05,658.27,563.52,1,2,28,29,47,62,19,17,0,N
MC1,MC1.arff,1611,5,3,1,1,13.18,22.0,6377.64,0.1,66,0.05,354.31,289.89,2,0,16,18,22,44,7,14,0,N
MC1,MC1.arff,1612,1,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,0,0,3,3,3,5,2,4,0,N
MC1,MC1.arff,1613,5,3,2,1,48.68,9.17,4090.6,0.15,87,0.11,227.26,446.25,0,2,20,20,40,47,24,11,0,N
MC1,MC1.arff,1614,3,2,2,1,8.36,9.0,677.56,0.03,21,0.11,37.64,75.28,1,1,6,7,9,12,4,8,0,N
MC1,MC1.arff,1615,7,4,1,1,12.17,13.5,2217.15,0.05,38,0.07,123.17,164.23,0,7,8,8,18,20,8,12,0,N
MC1,MC1.arff,1616,3,2,1,1,25.45,12.6,4039.9,0.11,66,0.08,224.44,320.63,8,1,8,16,27,39,15,14,0,N
MC1,MC1.arff,1617,3,2,1,1,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,0,0,17,17,33,37,25,10,0,N
MC1,MC1.arff,1618,13,7,5,1,60.13,9.98,5986.96,0.2,120,0.1,332.61,600.0,1,4,35,36,51,69,23,9,0,N
MC1,MC1.arff,1619,5,4,4,1,101.3,13.16,17544.81,0.44,219,0.08,974.71,1333.15,1,0,39,40,93,126,53,15,0,N
MC1,MC1.arff,1620,1,1,1,1,27.22,16.0,6969.14,0.15,95,0.06,387.17,435.57,0,8,14,14,32,63,12,12,0,N
MC1,MC1.arff,1621,1,1,1,1,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,0,2,4,4,9,15,7,9,0,N
MC1,MC1.arff,1622,3,2,2,1,12.59,9.0,1019.7,0.04,29,0.11,56.65,113.3,0,0,6,6,12,17,6,9,0,N
MC1,MC1.arff,1623,1,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,0,0,0,0,3,5,2,4,0,N
MC1,MC1.arff,1624,9,5,2,1,35.11,17.93,11294.45,0.21,120,0.06,627.47,629.75,0,1,26,26,55,65,23,15,0,N
MC1,MC1.arff,1625,3,2,2,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0,0,4,4,5,12,4,9,0,N
MC1,MC1.arff,1626,3,2,2,1,25.19,19.73,9802.34,0.17,107,0.05,544.57,496.89,4,7,16,20,31,76,11,14,0,N
MC1,MC1.arff,1627,5,3,1,1,29.74,7.0,1457.04,0.07,49,0.14,80.95,208.15,2,0,7,9,24,25,12,7,0,N
MC1,MC1.arff,1628,5,3,2,1,32.97,9.33,2872.4,0.1,60,0.11,159.58,307.76,1,0,10,11,28,32,21,14,0,N
MC1,MC1.arff,1629,9,5,1,1,35.48,36.0,45981.46,0.43,240,0.03,2554.53,1277.26,2,5,29,31,88,152,22,18,0,N
MC1,MC1.arff,1630,3,2,1,1,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,2,0,9,11,11,21,6,12,0,N
MC1,MC1.arff,1631,1,1,1,1,9.43,3.5,115.5,0.01,11,0.29,6.42,33.0,0,0,2,2,1,10,1,7,0,N
MC1,MC1.arff,1632,30,17,9,5,41.38,30.74,39089.48,0.42,219,0.03,2171.64,1271.81,2,0,60,62,95,124,34,22,0,N
MC1,MC1.arff,1633,1,1,1,1,51.18,4.08,853.31,0.07,45,0.24,47.41,208.97,0,0,11,11,21,24,18,7,0,N
MC1,MC1.arff,1634,13,7,6,6,25.11,40.0,40181.42,0.33,184,0.03,2232.3,1004.54,1,8,54,55,80,104,22,22,0,N
MC1,MC1.arff,1635,1,1,1,1,7.12,7.0,348.8,0.02,15,0.14,19.38,49.83,0,0,3,3,6,9,3,7,0,N
MC1,MC1.arff,1636,3,2,2,1,32.09,5.71,1047.99,0.06,40,0.18,58.22,183.4,0,0,6,6,16,24,14,10,0,N
MC1,MC1.arff,1637,1,1,1,1,7.12,7.0,348.8,0.02,15,0.14,19.38,49.83,0,0,3,3,6,9,3,7,0,N
MC1,MC1.arff,1638,1,1,1,1,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,0,0,3,3,4,5,3,3,0,N
MC1,MC1.arff,1639,1,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,0,0,2,2,3,4,3,4,0,N
MC1,MC1.arff,1640,3,2,1,1,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,2,0,9,11,11,21,6,12,0,N
MC1,MC1.arff,1641,9,5,5,1,38.02,17.63,11820.23,0.22,138,0.06,656.68,670.4,0,0,27,27,67,71,19,10,0,N
MC1,MC1.arff,1642,3,2,1,1,17.28,5.79,578.57,0.03,25,0.17,32.14,100.0,0,0,10,10,9,16,7,9,0,N
MC1,MC1.arff,1643,1,1,1,1,32.45,11.73,4467.3,0.13,81,0.09,248.18,380.74,0,0,12,12,32,49,15,11,0,N
MC1,MC1.arff,1644,11,6,5,1,18.59,38.0,26850.51,0.24,144,0.03,1491.69,706.59,0,7,20,20,44,100,11,19,0,N
MC1,MC1.arff,1645,1,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,110.41,1,0,6,7,11,18,7,7,0,N
MC1,MC1.arff,1646,5,3,2,1,24.4,15.79,6079.8,0.13,81,0.06,337.77,385.15,1,0,20,21,34,47,14,13,0,N
MC1,MC1.arff,1647,3,2,2,1,35.57,7.35,1922.93,0.09,55,0.14,106.83,261.51,0,1,10,10,25,30,17,10,0,N
MC1,MC1.arff,1648,5,3,2,1,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,0,0,7,7,15,20,8,14,0,N
MC1,MC1.arff,1649,7,4,2,3,14.33,7.86,884.62,0.04,27,0.13,49.15,112.59,3,1,7,10,10,17,7,11,0,N
MC1,MC1.arff,1650,7,4,3,1,23.37,9.45,2087.42,0.07,52,0.11,115.97,220.89,0,2,13,13,21,31,10,9,0,N
MC1,MC1.arff,1651,5,3,2,1,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,4,1,6,10,10,13,8,7,0,N
MC1,MC1.arff,1652,11,1,1,1,32.32,12.94,5412.52,0.14,87,0.08,300.7,418.24,0,5,25,25,40,47,17,11,0,N
MC1,MC1.arff,1653,11,6,4,4,43.15,6.37,1749.95,0.09,56,0.16,97.22,274.79,13,2,11,24,22,34,19,11,0,N
MC1,MC1.arff,1654,1,1,1,1,7.81,9.0,632.78,0.02,19,0.11,35.15,70.31,0,0,2,2,8,11,4,9,0,N
MC1,MC1.arff,1655,5,1,1,1,57.98,97.74,553920.61,1.89,1026,0.01,30773.37,5667.17,20,21,66,86,404,622,31,15,0,N
MC1,MC1.arff,1656,5,3,3,1,23.67,9.09,1956.58,0.07,49,0.11,108.7,215.22,1,8,12,13,20,29,11,10,0,N
MC1,MC1.arff,1657,3,2,1,1,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,6,0,3,9,17,21,9,8,0,N
MC1,MC1.arff,1658,1,1,1,1,111.26,8.1,7291.13,0.3,158,0.12,405.06,900.67,15,10,20,35,68,90,42,10,0,N
MC1,MC1.arff,1659,12,11,11,1,48.78,11.63,6592.37,0.19,101,0.09,366.24,567.09,2,1,37,39,31,70,28,21,0,N
MC1,MC1.arff,1660,1,1,1,1,19.02,2.0,76.08,0.01,12,0.5,4.23,38.04,3,0,1,4,5,7,5,4,0,N
MC1,MC1.arff,1661,1,1,1,1,83.2,3.33,924.42,0.09,59,0.3,51.36,277.33,7,1,6,13,28,31,21,5,0,N
MC1,MC1.arff,1662,15,8,5,7,61.4,11.42,8014.02,0.23,127,0.09,445.22,701.49,1,5,29,30,58,69,33,13,0,N
MC1,MC1.arff,1663,3,2,1,1,16.42,8.13,1084.18,0.04,32,0.12,60.23,133.44,0,4,8,8,13,19,8,10,0,N
MC1,MC1.arff,1664,5,3,2,1,15.65,4.2,276.06,0.02,19,0.24,15.34,65.73,5,0,5,10,7,12,5,6,0,N
MC1,MC1.arff,1665,3,2,2,1,9.25,4.67,201.53,0.01,13,0.21,11.2,43.19,0,0,4,4,4,9,3,7,0,N
MC1,MC1.arff,1666,3,2,2,1,7.35,8.0,470.48,0.02,17,0.13,26.14,58.81,0,0,7,7,6,11,3,8,0,N
MC1,MC1.arff,1667,5,3,2,1,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,0,2,10,10,16,30,9,17,0,N
MC1,MC1.arff,1668,5,3,3,1,27.53,7.5,1548.29,0.07,47,0.13,86.02,206.44,1,1,13,14,20,27,12,9,0,N
MC1,MC1.arff,1669,3,2,2,1,16.92,18.69,5909.86,0.11,72,0.05,328.33,316.25,1,4,8,9,23,49,8,13,0,N
MC1,MC1.arff,1670,7,4,2,3,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,0,0,11,11,16,29,7,14,0,N
MC1,MC1.arff,1671,1,1,1,1,27.47,1.5,61.81,0.01,13,0.67,3.43,41.21,0,0,4,4,6,7,6,3,0,N
MC1,MC1.arff,1672,3,2,1,1,12.37,6.0,445.39,0.02,19,0.17,24.74,74.23,0,0,5,5,6,13,5,10,0,N
MC1,MC1.arff,1673,3,2,2,1,25.86,9.27,2223.13,0.08,53,0.11,123.51,239.75,0,0,6,6,17,36,11,12,0,N
MC1,MC1.arff,1674,16,12,7,3,34.55,65.19,146834.36,0.75,374,0.02,8157.46,2252.37,17,15,44,61,143,231,34,31,1,Y
MC1,MC1.arff,1675,45,23,17,9,65.25,36.24,85678.82,0.79,382,0.03,4759.93,2364.51,0,20,111,111,168,214,51,22,0,N
MC1,MC1.arff,1676,5,3,3,3,17.65,9.6,1626.8,0.06,38,0.1,90.38,169.46,0,0,9,9,16,22,10,12,0,N
MC1,MC1.arff,1677,5,3,2,1,22.92,21.71,10799.55,0.17,97,0.05,599.98,497.54,0,7,20,20,41,56,17,18,0,N
MC1,MC1.arff,1678,27,15,8,5,40.13,53.57,115173.52,0.72,357,0.02,6398.53,2149.99,0,21,79,79,133,224,36,29,0,N
MC1,MC1.arff,1679,1,1,1,1,15.93,4.5,322.65,0.02,20,0.22,17.92,71.7,0,0,6,6,9,11,6,6,0,N
MC1,MC1.arff,1680,1,1,1,1,33.01,8.25,2246.67,0.09,62,0.12,124.82,272.32,0,0,8,8,22,40,12,9,0,N
MC1,MC1.arff,1681,1,1,1,1,22.31,4.95,546.71,0.04,26,0.2,30.37,110.45,0,0,4,4,11,15,10,9,0,N
MC1,MC1.arff,1682,5,3,1,1,18.89,8.44,1345.03,0.05,39,0.12,74.72,159.41,6,7,7,13,15,24,8,9,0,N
MC1,MC1.arff,1683,1,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,5,6,14,19,34,46,20,10,1,Y
MC1,MC1.arff,1684,1,1,1,1,26.41,8.18,1768.06,0.07,50,0.12,98.23,216.1,0,0,8,8,20,30,11,9,0,N
MC1,MC1.arff,1685,1,1,1,1,47.12,6.88,2232.16,0.11,69,0.15,124.01,324.33,4,3,11,15,26,43,17,9,0,N
MC1,MC1.arff,1686,3,2,1,1,5.2,7.5,292.5,0.01,13,0.13,16.25,39.0,1,0,5,6,5,8,2,6,0,N
MC1,MC1.arff,1687,3,2,1,1,3.48,4.0,55.73,0.0,6,0.25,3.1,13.93,1,0,2,3,2,4,1,4,0,N
MC1,MC1.arff,1688,17,9,6,9,40.77,18.67,14204.39,0.25,145,0.05,789.13,760.95,0,7,28,28,64,81,24,14,0,N
MC1,MC1.arff,1689,1,1,1,1,110.63,3.8,1594.44,0.14,84,0.26,88.58,420.0,14,1,8,22,41,43,27,5,0,N
MC1,MC1.arff,1690,3,2,1,1,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,0,0,5,5,5,10,4,7,0,N
MC1,MC1.arff,1691,8,6,4,1,24.9,36.36,32923.55,0.3,163,0.03,1829.09,905.4,10,3,27,37,64,99,22,25,0,N
MC1,MC1.arff,1692,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,0,1,2,2,1,5,1,5,0,N
MC1,MC1.arff,1693,21,11,10,11,57.78,23.9,33016.0,0.46,253,0.04,1834.22,1381.24,4,16,36,40,114,139,31,13,0,N
MC1,MC1.arff,1694,9,1,1,1,54.4,166.38,1505756.7,3.02,1520,0.01,83653.15,9050.38,23,35,127,150,605,915,40,22,0,N
MC1,MC1.arff,1695,1,1,1,1,17.99,5.0,449.73,0.03,26,0.2,24.98,89.95,0,1,5,5,12,14,6,5,0,N
MC1,MC1.arff,1696,5,3,3,1,43.4,21.27,19640.49,0.31,180,0.05,1091.14,923.27,4,3,34,38,72,108,22,13,1,Y
MC1,MC1.arff,1697,5,3,2,1,17.51,9.55,1595.8,0.06,36,0.1,88.66,167.18,4,0,6,10,15,21,11,14,0,N
MC1,MC1.arff,1698,1,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,0,0,0,0,4,5,4,3,0,N
MC1,MC1.arff,1699,1,1,1,1,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,0,0,4,4,5,5,3,3,0,N
MC1,MC1.arff,1700,3,2,1,1,4.87,13.5,887.34,0.02,19,0.07,49.3,65.73,0,3,5,5,6,13,2,9,0,N
MC1,MC1.arff,1701,1,1,1,1,71.1,2.66,501.69,0.06,43,0.38,27.87,188.87,9,4,4,13,17,26,16,5,0,N
MC1,MC1.arff,1702,1,1,1,1,31.76,6.79,1462.28,0.07,47,0.15,81.24,215.49,6,0,5,11,19,28,14,10,0,N
MC1,MC1.arff,1703,1,1,1,1,22.19,2.0,88.76,0.01,14,0.5,4.93,44.38,0,2,5,5,5,9,5,4,0,N
MC1,MC1.arff,1704,7,1,1,1,39.58,14.77,8638.18,0.19,114,0.07,479.9,584.74,0,4,30,30,50,64,22,13,0,N
MC1,MC1.arff,1705,1,1,1,1,107.19,4.0,1715.09,0.14,85,0.25,95.28,428.77,12,88,10,22,36,49,27,6,1,Y
MC1,MC1.arff,1706,11,6,6,1,38.12,38.25,55776.93,0.49,264,0.03,3098.72,1458.22,1,18,37,38,119,145,28,18,0,N
MC1,MC1.arff,1707,1,1,1,1,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,0,1,3,3,4,15,2,8,0,N
MC1,MC1.arff,1708,1,1,1,1,43.56,6.92,2088.02,0.1,71,0.14,116.0,301.6,0,17,10,10,30,41,13,6,0,N
MC1,MC1.arff,1709,11,6,4,1,18.66,13.54,3420.02,0.08,52,0.07,190.0,252.62,0,2,22,22,22,30,13,16,0,N
MC1,MC1.arff,1710,1,1,1,1,9.73,5.33,276.75,0.02,15,0.19,15.38,51.89,0,0,3,3,4,11,3,8,0,N
MC1,MC1.arff,1711,1,1,1,1,113.15,4.03,1841.77,0.15,89,0.25,102.32,456.51,11,30,11,22,39,50,29,6,0,N
MC1,MC1.arff,1712,5,3,3,1,26.24,9.38,2305.97,0.08,56,0.11,128.11,245.97,1,1,8,9,25,31,12,9,0,N
MC1,MC1.arff,1713,7,4,4,1,45.78,10.66,5202.69,0.16,93,0.09,289.04,488.06,1,3,20,21,41,52,25,13,0,N
MC1,MC1.arff,1714,5,1,1,1,41.76,30.85,39750.32,0.43,236,0.03,2208.35,1288.43,1,9,31,32,98,138,27,17,0,N
